Sample ID,Day Post Infection,Log PD,PD,RBC,Temp,Weight,Mouse Categorical,Mouse,Status Number,Status,P2rx1,P2rx1,Lcn2,Glrx5,Ranbp10,S100a9,Fcrla,Fcrla,Fcrla,Fcrla,Stfa1,Epb4.1,Adipor1,Nkg7,Ngp,Flot2,Flot2,Abcb4,Chchd10,Chi3l1,Ank1,Ank1,Lck,Mllt3,Mllt3,Mllt3,Ccl5,Hp,Hp,Hp,Ctse,Hebp1,Fbxo9,Fbxo9,Hdc,Syvn1,Cmtm6,Prkacb,Faim3,Bnip3l,F2rl2,Trim10,Trim10,Trim10,Ltf,Lat,Chi3l3,Chi3l3,Mllt3,Hbq1,Rhag,Ltb4r1,Slpi,Rnf10,S100a8,Sell,Hcst,Fech,Fech,Fech,Id2,Id2,Slc25a37,Trak2,Trak2,Trak2,Ssbp3,Ssbp3,Ssbp3,Mrgpra2,Mta3,Mta3,Thy1,Selplg,Slc25a39,Saa3,Cd79b,Cd79b,Cd3d,Ltf,Klhl6,Klhl6,Klhl6,Retnlg,Flot2,Chi3l3,Immp2l,Ppox,Ppox,Rhag,Rhag,Camp,Pkig,Pkig,Snn,Mgst3,Mgst3,Urod,Flot2,Cd177,Cd177,Xpo7,Xpo7,Xpo7,Sh2d2a,Dok3,Mrgpra2,Aqp9,Pkig
8942406040_E,2,-4.458420756,3.48E-05,7.54,37.9,93.18066158,Two,4.3,1,Survivor,-0.027497768,0.050621986,1.1401076,-0.08308983,-0.22945356,1.8313255,0.13282824,0.5047536,0.5859637,0.44263172,0.7100382,-0.060606956,-0.044260025,-0.12124395,-0.14159918,0.048345566,-0.14886332,-0.100804806,0.48632526,0.8204737,0.023712158,0.073657036,0.005851746,-0.01310873,-0.10061407,-0.5839968,-0.27723122,0.95785093,0.80025434,0.8426337,-0.28395557,-0.16352224,0.19064379,-0.1267581,2.065227,0.6094277,0.46109533,-0.058297157,0.7020612,-0.122838974,-0.1138072,-0.112567425,-0.020041943,-0.11820269,-0.28386068,0.39053488,0.37515593,0.061746597,-0.40059137,0.07706833,-0.07529497,0.42104912,1.4464383,-0.14834356,1.3732324,0.3224802,0.27633905,-0.4082327,-0.32985783,0.6678095,0.21584892,0.112146854,0.15969038,-0.001219273,0.07940817,0.13659143,0.08122492,0.049017906,-0.4242139,0.14335155,0.11194372,-0.028213501,0.0914526,0.62679005,-0.110906124,-0.12646055,0.8842969,0.50278854,0.11504555,-0.019461632,0.14259577,-0.048180103,0.13805294,1.1795635,0.028883457,0.403522,0.54461575,-0.2585554,-0.024424076,-0.39225578,-0.39826393,-0.4079604,0.14753437,-0.028216124,0.6870003,-0.006846428,-0.08485937,-0.50977135,0.018818617,-0.001707077,0.11563349,-0.4999938,-0.17356682,0.022478104,0.08768463,0.7302065,0.75627375,0.11216259,0.025753498
8942406040_F,3,-5,0.00001,7.07,37.2,95.67430025,Two,4.3,1,Survivor,-0.13648176,0.21465683,1.1776309,-0.14865303,-0.25344038,1.6268559,0.4351592,1.0440726,1.299273,0.9508667,0.21046066,-0.22949028,-0.14898586,0.16725683,-0.02219057,0.116989136,-0.039016247,-0.06238222,0.61673355,0.8505478,-0.11717701,-0.23014545,0.46080208,-0.012408733,-0.09519911,-0.48207283,0.34602737,1.2041364,1.0434117,1.0392776,-0.31689835,-0.51720285,-0.12280226,-0.19589567,0.70226526,1.0859015,0.835794,0.53443146,1.472302,-0.266675,-0.18199682,-0.1608653,-0.29388952,-0.13631296,0.02455473,0.45097017,0.23310614,0.29797077,-0.47931814,0.13002777,-0.40975904,0.5701237,1.3485827,-0.18433523,1.4547477,0.70697975,0.49458742,-0.23397446,-0.31010532,0.25888348,0.22490406,0.03902769,-0.11035299,-0.13561773,-0.076526165,-0.3004613,-0.1619296,0.042471886,-0.4882741,0.09887409,-0.021728992,-0.17370224,0.37778282,1.115613,-0.3038106,-0.1860795,1.3359637,0.8325472,0.40010548,-0.055898666,0.5454726,0.07840109,0.6751356,1.1805277,0.22374773,0.20032263,0.6213732,0.004265785,-0.20299387,-0.30459785,-0.23204327,-0.030751705,0.29817677,-0.06286788,1.4000187,-0.11013985,-0.06785917,-0.43091965,-0.11999822,0.022565842,0.24649096,-0.30590105,-0.36818695,0.038555145,0.5266485,1.1515827,0.6993251,0.24451542,-0.14225721
8942406040_G,4,-2.934565572,0.001162611,8.32,37.6,94.75826972,Two,4.3,1,Survivor,-0.03672266,0.11100006,-0.11481142,-0.093598366,-0.122796535,0.511776,0.21558428,0.57624197,0.7176738,0.6338196,0.057308197,0.11632347,0.002883911,0.019136906,-0.09574556,-0.055983543,-0.10096121,0.29428625,0.37948132,0.16791439,0.08891678,0.42218208,0.048989296,0.33842325,-0.10615969,-0.5007715,-0.55671597,0.19996977,0.10414934,0.10670996,0.054219246,-0.02567339,0.33346415,0.05810404,-0.021238804,0.50370336,0.19723368,0.17755413,1.0139737,-0.1337862,0.026239872,-0.078589916,0.27997732,0.38953924,0.01967001,0.049190044,0.012980938,-0.041923523,-0.10012007,0.004498482,-0.11630106,0.2231493,0.3533597,0.1512618,0.507545,0.2739334,0.07750082,-0.059343338,5.73E-04,0.65849876,-0.11404705,0.07712507,0.25096083,0.025392056,0.2270751,0.3769536,-0.06879854,0.22739315,5.96E-04,0.10916233,0.049449444,-0.04949951,0.06833267,0.26683807,-0.0582366,-0.07889414,0.92065954,0.73003197,0.13259888,-0.012031555,0.14026403,0.07813215,0.13741589,0.49194336,-0.15801287,-0.12070513,0.20293617,-0.112669945,-0.05735159,-0.034823418,-0.17015076,0.006494045,0.24780655,-0.03710437,0.66905403,0.3690319,0.358253,-0.07817459,0.05268359,0.044377327,0.17394209,-0.33197546,-0.21998596,0.004364014,0.13698578,0.5413475,-0.08508539,0.116230965,-0.070743084
8942406040_H,5,-2.830203934,0.001478414,7.96,37.9,95.1653944,Two,4.3,1,Survivor,-0.2919488,-0.041229248,-0.79186773,-0.035852432,-0.3704667,-0.10613346,-0.024973392,-0.34970808,-0.14567804,-0.4644537,0.002355576,0.42862892,0.051594734,-0.6801295,-0.024364948,-0.10763359,0.11770296,0.32516146,-0.17026806,-0.26239586,0.11017418,0.416914,-0.8935585,0.08799505,0.028511524,-0.35669327,-1.8952074,-0.27028513,-0.22312307,-0.5566373,-0.20280647,-0.57106066,0.17467737,0.3647704,0.67776346,-0.0507257,-0.2679181,-0.5330744,-0.061991215,0.03105545,-0.18523836,-0.04471922,0.24426031,0.14108324,-0.049310207,-0.3937192,-0.08526468,0.14334011,-0.23702097,-0.3061161,-0.32235765,-0.058552742,-0.060596943,0.23161745,-0.44133615,-0.2551403,-0.46445227,0.32245064,0.025315285,0.4152851,-0.32549,-0.056769848,0.07543039,-0.04102087,-0.18059492,-0.25175714,0.09191847,0.005527496,-0.43575144,-0.02391243,-0.20548868,-0.046277046,-0.811882,-0.28336716,-0.16800547,0.0360713,-0.5563035,-0.5783615,-0.95608044,0.2213974,-0.32162428,0.010117054,-0.40586948,-0.4660883,-0.23441076,-0.44430017,0.21028233,-0.19675255,0.068277836,-0.04640007,-0.16627312,-0.06687212,-0.3087921,0.07331586,-0.19872284,-0.22195339,-0.053804874,-0.45818996,0.020801306,-0.15795803,-0.1637702,-0.04473543,-0.30347252,0.06185913,-0.08543396,-0.13693428,0.10150862,0.011986733,0.10199118
8942406045_A,6,-0.672170572,0.212730337,7.61,37.8,96.59033079,Two,4.3,1,Survivor,-0.0948987,-0.113936424,0.0096488,0.33257103,0.21175909,0.76208496,-0.18550634,-0.317019,-0.15222025,-0.47986984,0.1333704,0.3919859,0.09003544,0.32365942,0.42849112,-0.15204906,-0.02701521,0.14097738,-0.2952814,-0.2003231,0.0335598,0.31921005,-0.2207489,0.15368986,-0.103636265,0.30295658,-0.14938736,-0.1333518,-0.124581814,-0.07735109,-0.036122322,-0.34070063,0.29538488,0.12312555,0.7798648,-0.25704932,-7.72E-04,-0.3466463,-0.498631,-0.06855202,0.06261587,0.013655186,0.60479784,0.39439726,0.5469737,-0.0938859,0.11678362,-0.030013084,0.14184141,0.097044945,0.26520872,-0.12016201,0.041876316,0.120470524,0.36869478,0.057353973,-0.21280718,0.018357277,-5.73E-04,0.5907221,0.14933872,0.18283987,-0.062408924,0.19752073,0.17090845,0.47287607,0.18222952,-0.12338257,-0.28706694,-0.055796623,0.007934094,-0.14436436,-0.2389822,0.09533882,-0.21455717,-0.11350489,-0.6635308,-0.5426245,-0.28783703,0.123978615,-0.35975218,0.22703886,-0.32007408,-0.025597572,-0.13540316,-0.26457453,0.83300304,-0.1277237,0.007557392,0.19884396,0.054876328,0.5795655,-0.40636444,-0.04271674,-0.53319836,0.09549618,-0.09698057,-0.17214966,0.13907027,0.028107643,-0.003742695,0.40137148,0.62580776,0.06474686,0.30110073,-0.35891533,0.28109217,-0.0986433,0.015777111
8942406045_B,7,-0.370583227,0.426007037,7.37,37.8,97.65903308,Two,4.3,1,Survivor,0.19130468,-0.14957237,-0.20989943,0.53545475,0.20225859,0.6129999,0.01502943,0.068217754,0.15532827,0.20109844,-0.001079559,0.2449789,-0.024763107,1.0821891,0.15374994,0.01466465,0.07026434,-0.09104395,-0.40047646,-0.0776577,-0.04677105,-0.1298542,0.8365574,0.20794916,-0.08684492,0.7398453,1.6616564,0.22698641,0.26905775,0.017811298,-0.2602539,-0.6262708,-0.30376577,0.29887342,0.7164178,0.052963495,0.12921,0.2570734,0.10337877,-0.3032875,-0.03603506,0.077106,0.64438486,0.11060095,-0.021976948,0.33188963,1.2621617,1.259942,0.7466645,-0.8346062,0.39277124,0.32925224,0.19715738,-0.07946539,0.133986,0.43136597,-0.11381483,0.26149178,0.039813995,-0.133564,1.0737171,0.4370818,-1.0532498,-0.048151493,-0.077133656,0.113865376,-0.12357283,-0.16897297,-0.39096308,0.0602417,0.001643658,-0.15330791,0.4327879,0.56284904,-0.4357829,0.27190447,-0.17995405,-0.33380127,-0.015773773,-0.024003029,0.014278889,-0.041026592,-0.07150173,0.12683964,0.25116396,1.1616769,0.60063744,0.0769701,-0.054131985,0.24685097,0.3823595,-0.02310133,-0.060656548,-0.07636809,-0.34440327,-0.36979198,-0.39296865,-0.47903347,-0.035729647,-0.24314022,-0.15089369,0.4867444,0.6479931,-0.026370049,1.0665884,-0.25473976,0.4981103,-0.35594845,-0.034045696
8942406045_C,8,0.150373215,1.413751945,4.16,38,93.94402036,Two,4.3,1,Survivor,0.26265287,-0.1419859,1.9549537,-0.23244286,-0.5817542,1.5942144,0.124109745,0.48672247,0.43283033,0.5409517,0.39013004,-0.6708107,-1.0210657,1.6648135,0.28365564,0.32395363,-0.08085394,-0.5971198,-0.39918423,0.6214113,-0.16839027,-0.7299166,0.89273834,-0.06933546,-0.14599371,0.71378803,2.868,1.0503612,1.1371284,1.0617633,-0.82170296,-1.2952638,-1.4965405,-0.45294237,1.1415906,0.28714585,0.4782443,0.45883656,0.38814116,-1.385457,0.3367505,-0.03584528,0.07141924,-0.6195512,-0.09735918,0.5584321,3.2596164,3.0760956,0.53060484,-2.1964035,0.17285967,0.4642992,0.51474524,-1.0227294,1.206986,0.9429674,0.40806913,-0.9391527,-1.2422705,-1.6310997,1.5880861,0.8236108,-2.5350127,0.039927006,-0.70855093,-0.6048646,-0.037660122,-0.24704361,-0.8518796,-0.006147385,0.40071154,-0.6993761,0.5078964,0.89236546,-1.5595374,1.6830611,0.14101648,0.004295349,0.072398186,0.069405556,0.34017515,0.22887182,0.17318058,1.7991858,0.64771414,3.078382,-0.73761845,-0.14683056,-0.17235708,0.12713051,0.35069942,-0.20466185,-0.076114655,-0.13464141,-0.018832207,-0.40775394,-0.76810884,-0.8238325,-0.036263704,-0.03934765,0.27026606,-0.024273396,0.30495548,0.025932312,1.4234228,0.44451332,1.0997405,-0.95661545,-0.19420862
8942406045_D,9,0.074328591,1.18666625,2.27,31.4,85.29262087,Two,4.3,1,Survivor,1.0492969,1.1983309,3.3937697,-0.13183689,0.28458548,2.2743053,0.3640294,0.9813647,1.0713363,0.98846626,0.74090004,-0.5786562,-1.2241268,1.7731662,2.0334792,0.52917385,-0.19395018,0.55220747,0.5003042,1.2329397,-0.17293549,0.2205782,0.7014141,-0.006896496,-0.02308321,0.44659996,3.3557482,1.597302,1.4493928,1.5699248,0.36071873,-1.1135364,-1.0980935,-0.54053354,1.386622,0.87239194,0.86663294,0.72955704,0.7167964,-1.2257442,1.254951,-0.09622049,-0.96358824,-1.131021,1.5953698,1.2167735,3.694553,3.2414808,0.51434374,-2.8650856,0.3880868,1.0431519,1.4492583,-0.5949979,1.7287965,0.5629225,1.0026498,-1.0688801,-1.1399384,-0.87572765,2.220337,1.5095048,-1.7327437,0.17452478,0.04869795,-0.08131266,-0.1323781,-0.32744217,-0.83661604,-0.19335079,0.37582827,-0.16070843,0.53584194,1.2738848,-1.304688,2.2625089,1.07264,1.0203857,0.646678,-0.16744328,1.5175872,0.65208006,1.4727287,2.8379812,0.95696306,3.527555,-0.48421,0.001909256,-0.057845592,0.5171194,0.40611553,1.1953454,0.83100414,0.00245595,0.8081341,-0.11342335,0.09685564,0.75259686,-0.24788833,0.28261375,1.1858287,-0.13401175,0.18271828,-0.11882877,1.9828558,1.6406078,0.84111357,-0.9566517,-0.18696117
8942406045_E,10,-0.422646377,0.377879753,1.22,31.1,79.23664122,Two,4.3,1,Survivor,3.0407996,2.6527424,4.37505,0.719429,1.4140334,2.8176394,0.2839427,0.9804292,1.0004401,1.0356894,2.2849293,1.0080032,-0.45263004,1.0915112,4.0618587,0.72612095,-0.5796504,1.6201558,2.2843695,2.228241,-0.24416351,0.4594288,0.4154501,-0.22725153,-0.6386323,1.7740021,2.8010502,2.9424243,2.9153047,2.842485,2.3316145,-0.2416501,0.3157668,-0.010653019,1.8369842,0.83299947,1.7868237,0.8513279,1.0543246,-0.27686214,3.106217,-0.31405497,-0.4363494,-0.6611695,2.4494863,2.4239182,5.3587203,5.5134954,1.7699485,-1.4966612,1.6795621,2.7681217,3.0408645,0.02008295,1.7137561,0.7950163,1.9511113,0.694396,0.47517014,-0.36095428,2.5424519,1.3693795,-0.109671116,0.4546609,0.84453154,1.0766377,-0.46432066,-5.46E-04,0.6756244,-0.28149033,0.8844962,1.1467142,-0.102166176,1.3771887,0.032342434,2.9483619,1.0028539,1.2929945,0.25737,-0.1746893,1.94519,0.918756,1.8762131,3.319871,1.7672744,5.1839786,0.32489777,1.010642,0.16076708,1.6136799,1.780735,2.706451,1.5283575,-0.11377311,1.1372795,1.8632412,1.7343297,3.1076708,-0.39456868,1.1919441,2.6505256,0.5635085,0.9547062,-0.21948338,1.00671,1.590375,1.1752076,-0.39860916,-0.4972396
8942406045_F,11,-0.994454546,0.101285075,1.2,30,74.75826972,Two,4.3,1,Survivor,2.7113566,3.0399609,4.1378865,0.53970814,1.3362079,2.8686743,0.40399313,0.84570265,0.85780954,0.7153797,2.965684,0.7176113,-0.19497013,0.80065966,3.1122403,0.5330639,-0.22836637,1.9075875,3.2980146,1.9712801,-0.09184551,0.76083183,-0.006811142,-0.11214399,-0.18098116,1.2986813,2.4211273,2.3829894,2.1769528,2.4167895,2.187252,0.26955462,0.38245916,-0.0885005,1.8556933,0.8248303,1.515017,0.6446686,0.6846595,-0.13983345,3.0118203,-0.2552743,-0.29284525,-0.13293028,2.6927657,2.329966,4.552735,4.7883816,1.6164956,-0.38482475,0.7393327,2.6359186,2.9640775,0.17912626,1.8824439,0.27717495,1.9729409,0.6691475,0.60485744,0.03571701,2.161889,1.2713246,-0.047186375,0.38604307,1.3139987,1.5180869,-0.28494787,-0.13863373,0.4773383,0.00232029,0.4542842,1.9374561,0.05604458,1.3261137,0.54922247,2.7012239,0.9515672,0.756217,0.25933933,-0.11202335,1.7912707,0.43848372,1.7228479,2.9681158,1.3151355,4.7014832,0.844038,1.4294729,0.26222086,0.8702383,0.95503044,2.6296268,2.0727158,-0.0249784,1.2510824,2.6971579,2.7303357,2.934929,-0.22070909,0.94537544,2.420527,0.13891077,0.67176914,-0.15671253,1.195157,1.4084835,0.8755603,0.23816586,-0.31062746
8942406045_G,12,-1.883718132,0.013070189,1.37,32.9,71.70483461,Two,4.3,1,Survivor,0.6783376,0.9450846,2.9933143,1.3031845,2.148106,2.193778,-0.17702723,0.023032665,0.003554821,-0.31535816,2.6319132,1.604496,0.4537754,-0.09714842,1.8543258,0.2040081,6.63E-04,2.3684974,3.7710333,1.4574919,0.23258114,1.8748598,-0.30072975,0.036810398,0.02220583,2.7830076,1.1934166,1.4200282,1.484427,1.4058728,2.788063,1.1954999,1.2337117,0.58821726,0.96721506,0.035256624,0.56651354,-0.329978,0.020617962,0.17407131,1.1503415,0.06965113,1.2404246,1.2244716,1.3609118,0.7261548,3.9153848,3.5730677,2.783052,0.5755768,1.9326711,1.3864012,1.6905875,0.4698081,2.0156684,-0.104896545,0.76162386,1.4997816,1.4055443,0.84842205,1.03228,0.70458364,0.42055178,0.9738431,1.8054118,2.0661836,-0.011657238,0.39617634,1.0553517,0.18643188,0.562984,2.501213,-0.5326147,0.57758904,0.9847903,1.8464961,-0.1560874,-0.2026453,-0.540164,-0.037332535,0.24553919,0.0765748,0.31043625,1.8465805,0.6742387,3.9275756,1.1654253,1.8069859,0.66177416,1.7109642,1.8391867,1.2064099,1.9839973,0.3090241,0.26772213,3.8836527,3.8151078,3.4249325,-0.17191815,0.67749786,1.5570741,1.2741847,1.5168152,0.024621964,0.18880081,0.4143591,0.87165976,0.80341816,-0.11266661
8942406045_H,13,-2.06098782,0.008689848,2.83,32.7,72.72264631,Two,4.3,1,Survivor,0.5524268,0.3794527,0.6858878,1.5822334,2.5451846,0.13263893,-0.29457045,-0.94768953,-0.9305949,-0.93409157,1.4313221,2.2925577,0.6080532,-1.0268989,0.003063679,-0.2651949,0.3069234,2.1219888,3.969184,-0.003448486,0.3161888,2.4483118,-1.0008535,0.65710974,-0.16052103,3.046051,-0.76120377,-0.17398214,-0.036287785,-0.31249,2.6753216,1.8831,1.8741078,1.3807836,-0.72681284,-0.7242458,-0.73617315,-1.0469074,-0.8705859,0.26741505,0.7357831,-0.12834597,2.664948,2.3050828,-0.031169415,-0.046002865,2.0099177,1.9138317,3.276113,0.28758907,2.411367,0.3171692,0.5957265,0.5731635,0.15909815,-1.3292675,-0.21380281,1.9818935,1.7569971,1.3844061,-0.23721504,-0.02298212,0.57341814,1.3238463,2.5514112,2.8788486,0.07971048,1.0605488,2.1775718,0.42958832,0.88816214,2.4254484,-1.2824678,-0.8790989,1.310327,0.11673498,-1.3864703,-1.1415815,-1.3872786,0.10052109,-1.1266408,-0.04368162,-1.0394802,-0.27118874,-0.42234182,2.000812,1.1423712,2.2903194,1.2372622,2.467329,2.380498,-0.1352477,1.8847065,0.2939303,-0.91268826,3.8424816,3.5072541,3.6334534,0.12848544,0.22887039,0.2851138,1.9127908,2.2816868,0.19522953,-0.517993,-1.0364065,0.20707273,0.55504036,-0.107103825
8942406076_A,14,-2.903207436,0.001249662,3.69,37.4,80.25445293,Two,4.3,1,Survivor,0.063042164,0.03390217,0.25268888,1.568984,1.90447,-0.13263988,-0.2101407,-1.0367179,-0.9693837,-0.92875767,1.5631084,2.4935665,0.72006035,-0.76498365,-0.22039843,-0.13064861,0.28461218,1.6615319,2.8356676,-0.14293766,0.2827692,1.892623,-0.7467327,0.53428125,-0.014989376,2.1901484,-0.24949169,0.24097395,0.18934488,-0.011523724,1.4347801,1.8057837,1.6928649,1.3111997,-0.7560973,-0.8146827,-0.47661257,-0.99171925,-1.0748725,0.3531599,0.037647724,0.10520315,1.7332311,1.2570252,-0.112329006,-0.22730398,2.3515353,2.041071,2.3198342,0.07791424,1.6595206,0.27868748,0.31681204,0.640985,-0.09085894,-1.06843,-0.006148815,1.8543167,1.7089291,1.4115171,-0.21964455,-0.16007185,0.66553545,1.3728614,2.2122817,2.5499797,0.18235731,1.0113678,2.1037297,0.4775076,0.25381327,2.2680378,-0.969512,-0.68330956,1.0289111,-0.00191927,-1.4528003,-1.4748545,-1.2825928,0.21288967,-1.0778766,-0.035333157,-0.904356,-1.022254,-0.39718008,2.2118611,0.9217148,1.282978,0.6754718,1.7342854,1.7177219,-0.12371969,1.5413771,0.28376222,-1.0584211,2.443326,2.3250422,2.0084457,-0.07935977,0.13655949,0.24378538,1.2399392,1.3275213,0.15394688,-0.61401844,-1.0042315,0.1787448,0.52768326,-0.042403698
8942406076_C,16,-2.081593385,0.008287177,3.93,37.3,97.40458015,Two,4.3,1,Survivor,0.0683856,-0.14655781,0.8048253,1.5987291,1.4015384,0.4966097,-0.23403692,-0.80511045,-0.6874137,-0.8231764,0.41188335,2.132905,0.6312027,-0.67570543,0.9170041,-0.2894106,0.3503089,1.9873748,1.2104311,0.3220873,0.7564583,0.9567833,-0.90695953,0.45503664,0.15318155,1.9349098,-0.41891766,0.37421656,0.3972764,0.17284727,1.3298264,0.62774706,1.6716456,1.2079129,-0.60186434,-0.4541328,-0.48036528,-0.86112595,-1.0906482,0.35542965,0.026138783,0.030925274,2.1317096,1.7422938,0.88505983,-0.43884897,0.8923106,0.6929836,1.7166677,0.8071976,1.9962163,0.41545677,-0.29416037,0.5887599,0.25234842,-0.9306145,-0.19371748,1.4534454,1.3931408,1.5301533,-0.14584923,-0.13350248,0.5966153,0.59408236,1.1383691,1.57373,0.10058832,0.284626,0.6884551,0.5653372,0.3952508,1.5392027,-0.9817171,-0.42690277,0.89439344,-0.24228382,-1.0702128,-1.1474142,-0.9779072,0.166996,-0.9710927,0.02239561,-1.032279,-0.49509716,-0.2689128,0.6919017,0.84924984,0.9003,0.5924792,2.0118294,2.0373392,1.3012633,0.7146759,0.0758307,-1.0941172,1.6325293,1.5452275,2.4113178,0.03824544,0.22372055,0.3578658,2.1205668,2.334485,0.002280235,-0.34099102,-0.78132725,0.23428488,0.47467327,-0.07393122
8942406076_D,17,-2.468012235,0.003403986,3.91,37.5,99.13486005,Two,4.3,1,Survivor,-0.15614557,-0.24879837,0.14559126,1.936799,1.8466716,-0.26358795,-0.29224443,-0.92480516,-1.0937562,-1.0136147,-0.112662315,2.0070972,0.69470024,-0.9366975,0.5164399,-0.095864296,0.2602315,1.5559621,2.341545,-0.23773766,0.7107725,1.4162998,-1.0295391,0.690598,-0.01232481,2.1361904,-0.91429234,-0.0950284,-0.33521223,-0.47452593,2.3045244,1.765553,1.9302316,1.5502639,-0.96723604,-1.0815876,-0.8903413,-1.0178728,-1.5116467,0.43426037,-0.40272474,-0.08945608,2.5320249,1.9460359,0.58172274,-0.8323636,-0.30257654,-0.13782024,2.0844321,0.46791744,1.5847907,0.012916565,-0.69133997,0.70232916,-0.32421827,-1.2751579,-0.2741294,1.6763077,1.5801811,1.372859,-0.3644457,-0.03859663,0.77057695,1.1494164,1.7611384,2.1197715,0.14155817,0.68797016,1.3653598,0.2765417,0.7932286,1.6237307,-1.1063595,-0.7487421,0.9984813,0.006901264,-1.7016282,-1.5700178,-1.2029209,0.19061089,-1.3177199,-0.140697,-1.4163446,-0.85850716,-0.5733428,-0.56166697,0.8141527,1.0774431,0.4803319,1.6262922,1.7058401,0.84466696,1.7489243,0.49333024,-1.4235439,2.7799225,2.6356225,2.6842966,0.007459879,0.08761883,-0.08511591,2.5898957,2.812522,0.2324791,-0.65661335,-1.2617512,0.021056652,0.61155796,-0.053614616
8942406076_E,18,-2.794487353,0.001605139,4.29,37,101.475827,Two,4.3,1,Survivor,-0.51123095,-0.5252905,-0.5217519,1.9069118,1.4980102,-1.2594366,-0.23708105,-1.2439027,-1.0722823,-1.1535902,-0.08626461,2.489874,0.8307333,-1.0676618,0.17434168,-0.24854755,0.34774446,1.6371522,1.517559,-0.38930988,0.6856251,2.0707731,-1.1769686,0.6144643,-0.04088545,2.0361528,-1.1039658,-0.20340204,-0.5248141,-0.7821641,1.6730204,1.5147262,1.7358565,1.2557521,-1.3063521,-1.1240604,-0.8736329,-1.134676,-1.4579139,0.4677372,-0.4060092,0.04774332,1.8754334,1.3635459,0.062092304,-0.6702533,-0.66943884,-0.41809082,1.7905498,0.9431515,1.6007562,-0.041571617,-1.1768794,0.7397332,-1.163383,-1.5485497,-0.3993888,1.782731,1.6030359,1.5288954,-0.24890709,-0.17195272,0.7881217,1.1194825,1.9109159,2.1952825,0.17904425,0.8311367,1.9579482,0.51883507,0.74400854,1.7884436,-1.1863585,-1.3538456,1.175261,-0.017802715,-1.8846555,-1.5044432,-1.3196096,0.20481968,-1.6413522,-0.29096556,-1.4948406,-1.3338251,-0.63687754,-1.0103068,0.80724907,0.8595257,0.34406137,1.5637531,1.8101292,0.38126802,0.9675751,0.13594556,-1.5731602,1.9700642,1.7523465,1.784812,-0.029316664,0.10426998,-0.09655523,2.3225331,2.5469217,0.24744415,-0.4395399,-1.2752151,-0.08798647,0.9819393,-0.09481335
8942406076_F,19,-5,0.00001,5.36,37.3,100.5089059,Two,4.3,1,Survivor,-0.4238658,-0.24324226,-0.34236288,1.0548239,0.20763826,-1.4408827,-0.32694674,-1.3520694,-0.9832282,-1.2136154,-0.10972786,1.7262468,0.498971,-1.2355075,0.40417433,-0.16187572,0.13614988,0.17607641,0.16648197,-0.42992687,0.20315552,0.8053436,-1.189806,0.23938799,0.04698801,-0.061120033,-1.1956835,-0.8415141,-0.6785798,-1.1733832,-0.1505537,0.009960651,0.8389478,0.81943655,-0.9272151,-1.1546705,-0.90947676,-1.2191086,-1.7056956,0.45536327,-0.57163,0.20806265,-0.08306551,-0.74477434,0.29433584,-0.7757106,-1.090035,-0.73836136,0.20108366,0.31995296,0.2943349,-0.33148766,-1.1174302,0.5842242,-1.8649983,-1.7664185,-0.6143584,1.2758255,1.1782198,0.89611053,-0.20947838,-0.024991512,0.7828393,0.55360174,0.35990763,0.71382284,0.027772427,0.31505775,0.7632146,0.22189713,-0.045286655,0.78484917,-1.0098457,-1.2872076,0.8062434,-0.03747511,-1.9694772,-1.6428432,-1.3784056,0.33131886,-1.6956677,-0.019185543,-1.618103,-1.5815296,-0.61331034,-1.8020291,1.012824,0.035767555,0.10972071,0.45644188,0.351326,0.47215605,0.29520035,0.0237391,-1.6290474,0.25013828,0.17430258,-0.37755203,0.06590295,0.11907005,-0.06546259,0.43391275,0.4972248,0.12461853,-0.3913889,-1.4813843,-0.03524828,-0.023844719,0.103498936
8942406076_G,20,-5,0.00001,6,37.8,96.18320611,Two,4.3,1,Survivor,-0.32167768,-0.317811,-0.29599428,1.002387,-0.12839842,-0.6323528,-0.1852889,-0.8897662,-0.7707486,-0.94365597,-0.039714813,0.9621334,0.3098011,-0.9107499,0.13313341,-0.085995674,0.22514677,-0.1743331,-0.35885143,-0.21085644,0.20726395,0.001506805,-0.9955692,0.18326044,0.10116434,-0.035612106,-0.6288395,-0.53881025,-0.5498738,-0.7910857,0.073973656,0.17944479,0.60797834,0.62387705,-1.108851,-1.0705249,-0.69288015,-0.9456358,-1.2158732,0.3263893,-0.5129342,0.11830473,-0.040482044,-0.42235613,0.138659,-0.60700655,-0.86586237,-0.37769032,0.012796879,0.7978344,0.3328271,-0.23842716,-0.8000665,0.23948145,-0.7517638,-1.4382305,-0.36601305,0.9760809,0.8317661,0.78584003,-0.37116528,-0.14360762,0.5614581,0.07612467,-0.40764475,-0.001915455,0.038805485,0.37873745,0.34037256,0.4594593,-0.2359271,0.5446024,-0.84247684,-1.0503044,0.49439955,0.006846905,-1.4863124,-1.269186,-0.9525318,0.1709671,-1.22259,-0.08210039,-1.2311726,-0.64528465,-0.6796365,-0.9917855,1.3240986,-0.12094021,0.114181995,0.14467525,0.35031796,0.25403643,0.23389721,0.12650514,-1.3709173,0.07204819,-0.073792934,-0.26975536,-0.0703423,0.08169842,0.06289053,0.37693357,0.58995247,0.17241955,-0.48256302,-1.1636953,-0.1796403,0.06188965,-0.11390686
