Sample ID,Day Post Infection,Log PD,PD,RBC,Temp,Weight,Mouse Categorical,Mouse,Status Number,Status,P2rx1,P2rx1,Lcn2,Glrx5,Ranbp10,S100a9,Fcrla,Fcrla,Fcrla,Fcrla,Stfa1,Epb4.1,Adipor1,Nkg7,Ngp,Flot2,Flot2,Abcb4,Chchd10,Chi3l1,Ank1,Ank1,Lck,Mllt3,Mllt3,Mllt3,Ccl5,Hp,Hp,Hp,Ctse,Hebp1,Fbxo9,Fbxo9,Hdc,Syvn1,Cmtm6,Prkacb,Faim3,Bnip3l,F2rl2,Trim10,Trim10,Trim10,Ltf,Lat,Chi3l3,Chi3l3,Mllt3,Hbq1,Rhag,Ltb4r1,Slpi,Rnf10,S100a8,Sell,Hcst,Fech,Fech,Fech,Id2,Id2,Slc25a37,Trak2,Trak2,Trak2,Ssbp3,Ssbp3,Ssbp3,Mrgpra2,Mta3,Mta3,Thy1,Selplg,Slc25a39,Saa3,Cd79b,Cd79b,Cd3d,Ltf,Klhl6,Klhl6,Klhl6,Retnlg,Flot2,Chi3l3,Immp2l,Ppox,Ppox,Rhag,Rhag,Camp,Pkig,Pkig,Snn,Mgst3,Mgst3,Urod,Flot2,Cd177,Cd177,Xpo7,Xpo7,Xpo7,Sh2d2a,Dok3,Mrgpra2,Aqp9,Pkig
8942406016_C,10,-0.293263061,0.509022452,1.37,31.8,79.43416757,One,3.3,1,Survivor,2.1614833,2.1987486,3.6173577,0.73295116,1.8625779,2.6801176,0.14506292,0.8856778,1.0016303,0.99089146,2.8892288,0.28082275,-0.24887562,1.0146766,2.7883153,1.5448542,-0.29109907,1.4975753,2.8376007,1.5087347,0.08384228,1.1801939,0.40333366,0.17928457,-0.20945978,2.0871763,2.630663,1.5794473,1.672646,2.0102,1.6093321,0.70137644,0.83365965,0.39882708,1.8707738,0.7775128,1.3983474,0.7238836,0.87672186,-0.08863354,2.3152013,-0.38878393,0.5327544,0.8396468,2.5439057,1.8371902,4.6616874,4.244055,1.4694715,-1.6655931,1.6378274,1.8724566,2.6636748,0.20804358,1.9887385,1.1005182,0.9031682,-0.034650803,0.25845146,0.39248753,2.1573963,1.1998868,0.16197824,0.46070337,1.8245339,2.144999,-0.25919962,0.075811386,0.5315347,-0.4406929,0.4335847,1.4111986,0.393425,1.2232466,-0.34153605,1.5459132,1.162457,0.9642267,0.38793373,-0.28888226,1.5342898,0.43010473,1.4386234,2.8430471,2.1277518,4.6222672,-0.83801174,1.5853949,0.54397726,1.4102316,1.7704296,2.3544383,1.3997555,-0.13890433,1.0588989,2.1075897,2.2865186,3.2693672,-0.012704134,0.9992695,2.1797547,0.750546,1.2322264,-0.22166252,1.2863226,1.3470135,0.9904475,0.031105042,-0.14762545
8942406016_D,11,-0.937722264,0.115419114,2.06,33.8,80.57671382,One,3.3,1,Survivor,1.0991473,0.7291956,1.6986918,1.6030169,2.2785363,0.95573235,-0.14986849,0.4345765,0.419003,0.31938362,1.9925575,1.6140184,0.43506432,0.09858751,1.00699,0.13267612,-0.08341646,1.70925,3.7364092,0.2950325,0.4045124,1.4191847,0.13562965,0.16759348,-0.04371786,2.3339024,1.552,1.012713,1.0139432,0.99850416,2.1476202,1.219213,1.7495008,1.2260203,0.20040274,0.056947947,0.55355597,0.07709026,0.7146325,0.2719469,1.1102834,-0.12567472,1.742867,1.4922538,1.1740499,0.6563878,4.1767592,3.7645273,2.1976705,-0.43668175,2.116817,1.2316208,1.3408914,0.6057143,0.76402044,0.35532093,0.23697805,1.4251013,1.3707743,0.7971878,0.9282427,0.27356482,0.5558591,1.2987628,2.027124,2.4119058,-0.07507467,0.4799013,1.1995282,-0.003462791,0.49486494,2.3590078,-0.26782417,0.34154892,0.72643137,0.5123563,0.36558962,0.2552185,-0.5928745,-0.072520256,0.24015188,0.093259335,0.09876633,0.7393713,0.82568026,4.105146,-0.001012802,2.0047855,0.77446127,2.2417068,2.5011835,1.1633706,2.0677862,0.2941172,0.5617933,2.8059378,2.8467078,3.4121122,0.11489558,0.37834835,1.168056,1.620729,2.0057793,-0.0702467,0.24038124,0.16694736,0.6032586,0.68305016,-0.164886
8942406016_E,12,-1.287602473,0.051570047,3.55,36.1,86.94232862,One,3.3,1,Survivor,0.43378782,-0.15526962,0.75129366,1.781066,2.1070323,0.7983608,0.051194668,0.3852315,0.30022573,0.46012402,2.3558912,2.0115519,0.5710459,0.45035124,0.46837473,0.045601845,0.056950092,1.5178161,3.3048725,0.05767727,0.23796082,1.5612259,0.113409996,0.4439025,-0.054383755,3.0370846,1.4838915,0.6623702,0.6605077,0.73975706,2.4027977,1.8915124,1.628345,1.1222558,-0.12853003,0.055174112,0.17345858,-0.25323963,0.6703429,0.2971449,0.1376996,-0.18104696,2.5657458,1.9760375,0.34454775,-0.035389423,3.0325103,2.5209007,2.610579,0.13621521,2.1650195,0.806262,0.44054747,0.5676265,0.7675977,0.18672371,0.33566618,1.2971354,1.4170923,0.7703085,0.58396244,0.006084919,0.6029916,0.86166716,2.1796317,2.5034356,-0.06574583,0.720809,1.649364,0.032993317,0.55346155,2.2704964,0.08973694,0.19594193,1.1164432,0.15478563,0.1653285,0.07987785,-0.2008276,-0.048505783,-0.20974398,-0.012813091,-0.19840431,-0.026402473,0.47971582,2.985911,-0.096842766,1.5993834,0.7046933,1.9974499,2.3326607,0.5335107,2.0337553,0.38871503,0.26980686,2.843274,2.864449,3.214861,-0.20450282,0.28768444,0.6445718,1.887568,2.4115105,0.01925373,-0.25277996,-0.4348812,0.29316092,0.6410198,-0.009517193
8942406016_F,13,-1.431430795,0.037031321,5.24,37.4,91.94776931,One,3.3,1,Survivor,0.28783274,-0.22302055,-0.56436586,0.9162836,2.4430785,-2.1160355,-0.22142172,-0.3425784,-0.3059001,-0.3698063,0.07841015,2.8267002,0.7145901,-0.8925681,-0.22458029,-0.14866924,-0.3660159,2.2618632,0.7623701,-0.022909164,0.9817524,3.2217627,0.644763,0.88488054,-0.1078639,2.320774,0.32734776,-0.5870547,-0.62237406,-0.40630865,2.078847,0.69270945,1.7535939,1.1659837,-0.6747737,-0.35931563,0.3817792,-0.23129559,-0.46438646,0.30339527,0.32986307,0.06534052,1.9692369,1.2517524,0.08171797,-0.36959696,0.9687762,0.74179745,1.0109029,-1.5998726,1.7598414,-0.11080456,-1.3026748,0.6156287,-2.475408,0.19230175,-0.8948817,2.877615,2.1557274,2.2181873,0.24485302,0.105222225,0.63563013,3.0445771,3.0381742,3.5452456,0.14965963,0.59316635,2.5853715,-0.20917034,0.84715986,2.484168,-0.40977192,-0.77515125,1.4158845,-0.20779037,-1.193419,-1.2378101,-1.34865,0.05933094,-0.3066535,0.32370138,-0.22586346,-2.4919786,0.060014248,0.6829219,-0.2982893,0.9092951,0.592669,2.031187,1.9009504,-0.46359634,0.9916887,0.1822474,-0.6330538,0.24360752,-0.0071311,2.0677643,-0.002717733,0.18697453,0.33149576,2.8106866,3.0530405,-0.18570805,-0.13901424,-0.91991043,-0.02112627,1.2970333,-0.117524624
8942406016_G,14,-1.816707887,0.015250782,6.34,38.3,94.3960827,One,3.3,1,Survivor,-0.4022622,-0.37088394,-0.594769,0.6662741,-0.4822774,-1.3958216,-0.07034063,-1.0228524,-0.78436136,-0.9887657,0.25970554,1.321002,-0.020078659,-0.9432416,-0.006863117,-0.11158466,0.25415373,-0.22709703,-0.44795704,-0.39497185,0.2205658,-0.643795,-1.0621014,0.027516842,0.06631899,0.6766548,-0.042424202,-0.9570308,-0.94655466,-1.0520959,-0.77780914,-0.23261595,-0.25722265,0.14023733,-1.4484115,-1.1762455,-1.2121463,-1.0013437,-1.403954,0.48012543,-0.30267382,0.08988619,-0.06837225,-1.1388078,-0.04327154,-0.7366128,-0.41067076,-0.4767208,-0.250134,-0.07397747,0.27331018,-0.31349754,-1.4746423,-0.6796298,-1.4865823,-1.5811367,-0.46285582,0.46355247,0.8423586,-0.46023655,-0.122320175,0.04457712,-0.006625652,0.12242651,-0.69095373,-0.22224951,0.14417887,-0.12295723,-0.18598127,0.015443802,-0.24336672,0.17732716,-0.95921993,-1.6337318,0.23607397,0.049930096,-2.1173806,-1.5449352,-1.4217482,0.17612648,-1.3832555,-0.18610907,-1.4802971,-2.1651983,-0.3533864,-0.70094156,0.020812988,-0.28897762,0.15063429,0.46944714,0.33735275,-0.12634039,-0.055538177,0.13722062,-1.6665039,-0.4842186,-0.77977705,0.21068287,0.12595439,-0.05213833,-0.20147753,0.020915508,1.0417681,-0.019212723,-0.46689796,-1.6193647,-0.32109594,-0.60392666,0.010124207
8942406019_A,16,-1.533671224,0.029263669,7.15,38.2,95.32100109,One,3.3,1,Survivor,-0.2811718,-0.44717598,-0.2668376,1.6897516,0.8902116,-1.6222734,-0.21814966,-1.114038,-0.8289504,-0.9799242,-0.18099308,1.7818232,0.57174015,-0.8063865,0.19827223,0.11700058,0.12260389,0.09990263,0.53489494,-0.31555843,0.17538452,0.58349705,-0.89322853,0.35352468,0.17359877,0.5265951,-0.4133358,-0.75964594,-0.6106267,-0.91257906,0.61420345,0.92585516,0.93930197,0.8876128,-1.1741252,-0.9454992,-0.9811187,-1.0682688,-1.2193923,0.616663,-0.43638754,-0.002716065,1.260324,0.6315255,0.2683835,-0.8093858,-0.9533105,-0.4389639,0.65926886,0.1580801,0.5279231,-0.27268505,-1.2662196,0.9133334,-2.0154614,-1.3747396,-0.5293107,1.427391,1.3068762,0.6255541,-0.30425453,-0.2427206,0.9365792,0.27457094,0.4260335,0.8311572,0.06701851,0.44515038,0.86704206,0.29442692,0.1628356,0.9552212,-0.9562397,-1.1833582,1.0115466,0.081532955,-1.6422095,-1.3262844,-1.1531496,-0.02091837,-1.4761558,-0.14883852,-1.461669,-1.8008327,-0.1484847,-1.2934031,0.5031929,0.057432175,0.14578962,0.85218716,0.7379408,0.105213165,0.77782726,0.1514337,-1.2231636,0.34515953,0.34614325,0.96912,0.14710784,-0.09728527,-0.016199589,1.2357249,1.6115007,0.14667416,-0.40969086,-1.2549744,-0.20673513,0.28015804,0.10825825
8942406019_B,17,-2.058591985,0.008737919,6.36,38.1,97.98694233,One,3.3,1,Survivor,-0.19691706,-0.20085812,0.10225344,1.3920298,0.7615886,-0.90394497,-0.14699125,-0.26972055,-0.29338694,-0.16546535,-0.057198524,1.4295015,0.7265024,-0.316113,0.6622844,0.20305538,0.2784381,-0.05349779,-0.12684727,-0.2672863,-0.07931805,0.28238773,-0.2832079,0.04983759,0.11270285,0.48257446,0.20086479,-0.39467287,-0.4120965,-0.5597472,0.7787714,0.9227147,1.0445733,0.8901429,-0.71096945,-0.56770396,-0.53378534,-0.65462875,-0.4786601,0.6291485,-0.1859107,0.062930584,0.64923906,0.35441923,0.576736,-0.35901213,-0.18541479,-0.14371777,0.09495306,1.3261929,0.52008677,0.03392315,-0.786674,0.81552935,-0.9640851,-0.5097637,-0.19324541,1.36098,1.2804918,0.57942486,-0.13960457,-0.1090579,0.8320718,0.031710625,0.1392684,0.47965765,0.043672085,0.26950455,0.7395339,0.3959818,-0.104739666,0.7403383,-0.447114,-0.6219368,1.0175261,0.014386654,-0.54768896,-0.5734558,-0.5743418,0.034026623,-0.6604142,-0.15015173,-0.6067972,-0.44676018,0.2084136,-0.31784678,0.9964733,0.06280327,0.04846239,0.56202316,0.31335545,0.6871095,0.9684801,0.027958155,-0.5836439,0.049248695,0.0071311,0.7447262,0.08681321,-0.032795906,0.15788412,0.7694478,1.0393391,0.2097578,-0.26412487,-0.8247938,-0.2977004,0.5139141,-0.012317658
8942406019_C,18,-3.016824928,9.62E-04,5.63,37.8,97.00761697,One,3.3,1,Survivor,-0.20163393,-0.013801575,0.053748608,1.0535746,0.6298318,-0.47412872,0.003227711,-0.13987017,-0.0733695,0.07040882,-0.05137539,0.48746014,0.6440153,-0.14417696,0.2809863,0.7042093,0.14511251,-0.16019106,-0.15244865,-0.06377888,0.19919205,0.019381523,-0.09687233,0.21023035,0.004881382,0.28040695,0.93202305,-0.19269228,-0.53901434,-0.78531027,0.6222153,0.64398146,0.7163806,0.4872861,-0.6523099,-0.44688392,-0.2295413,-0.17912197,-0.10301256,0.5742407,-0.033689022,0.035711765,0.27050924,0.37954855,0.48669958,-0.18331099,-0.64687586,-0.6013136,0.043326855,0.9995909,0.1509366,0.14366245,-0.47647238,0.26968813,-0.33092546,-0.330678,0.04866934,0.44946957,0.63500595,0.57566833,0.029251099,-0.08394098,0.46863127,0.1897645,-9.12E-04,0.5756955,0.024384499,0.23424721,0.36860514,0.11655426,-0.20229673,0.33865643,0.026935577,-0.3848877,0.48980093,-0.08488846,-0.27172232,-0.46726513,-0.1343708,0.08959293,-0.3123994,-0.21675062,-0.3361807,-0.17904663,0.82918215,-0.7399545,1.0473251,-0.023932457,-0.1291318,-0.0357275,0.08507252,0.56489134,0.72183037,1.31E-05,-0.35545063,-0.015904427,0.07221174,0.57376003,-0.015664339,0.037843704,-0.18907118,0.63495207,0.96491337,0.12446976,-0.021707535,-0.6661148,-0.14737844,0.24173927,-0.083809376
8942406019_D,19,-3.995678626,1.01E-04,6.65,37.5,98.09575626,One,3.3,1,Survivor,0.05646658,-0.102108,-0.2889943,1.0062819,0.551209,-0.7981577,-0.102011204,-0.44843912,-0.03989935,-0.30281353,-0.03776741,0.7691555,0.3225479,-0.2502036,0.3304286,0.2176609,0.17668486,-0.07362509,-0.13250542,-0.32133198,0.09416199,0.11893749,-0.24869347,0.049216747,0.105287075,-0.05583,0.6517229,-0.76524687,-0.699985,-0.9498143,0.18098545,0.47622633,0.6906867,0.4532857,-0.6374631,-0.609349,-0.36497927,-0.63083935,-0.24769545,0.39777946,-0.014337063,-0.053619385,0.39320612,0.015226841,0.21078634,-0.36939573,-1.0742307,-0.5502653,-0.3574252,0.49661446,0.13946104,-0.052009583,-0.44432116,0.4661374,-0.91300154,-0.75882053,-0.030390263,0.6927862,0.71117496,0.4419613,0.005491257,-0.06966448,0.54882,-0.0178051,-0.08927393,0.35555315,0.04158449,0.26692104,0.42532015,0.2055912,-0.11233091,0.4172325,-0.24626637,-0.46023178,0.7373071,-0.15538931,-0.38230658,-0.31229496,-0.37269306,0.01670456,-0.5340667,0.106847286,-0.4958992,-0.44245148,0.09508371,-1.4352927,0.91368675,-0.16592503,0.10655165,0.2418108,0.05779934,0.3504157,0.4257126,-0.010222673,-0.43679333,0.006846428,0.104815006,0.55596066,0.03362727,-0.09841156,-0.12917757,0.42379808,0.74607754,0.09249687,-0.06023693,-0.958972,-0.06385279,0.2279892,-0.042652607
8942406019_E,20,-3.374687549,4.22E-04,6.16,37.8,97.71490751,One,3.3,1,Survivor,0.12267256,0.036413193,-0.24975824,0.8751497,0.55869913,-0.55323696,-0.14157438,-0.4083743,-0.06839514,-0.27389336,-0.06322479,0.83777905,0.6524286,-0.49887705,0.2815299,0.18960762,0.05080843,0.13410997,-0.1599865,-0.3015566,0.092782974,0.14604473,-0.698575,0.08916807,0.03864622,0.39641476,-0.039118767,-0.7368541,-0.7548995,-0.86141443,0.45141792,0.4210515,0.71828127,0.43177938,-0.79019976,-0.6031034,-0.37927866,-0.55537224,-0.356112,0.54916286,0.078807354,-0.002430916,0.32228327,0.28853464,-0.010282993,-0.29587603,-0.63096,-0.47377014,-0.026466846,0.9178257,0.08400202,-0.25868607,-0.54332685,0.41650152,-0.7124362,-0.7089815,-0.23348379,0.5751791,0.7498064,0.8589649,0.06803894,0.005866528,0.4809451,0.013242245,0.09638357,0.48338842,0.11799383,0.2343502,0.45282698,0.052980423,-0.019456387,0.40028667,-0.4679041,-0.6313801,0.31274843,-0.09271288,-0.73679495,-0.58821297,-0.48426342,-0.033682346,-0.4175229,-0.05387354,-0.48065758,-0.67444706,0.113070965,-0.99872446,0.3850994,-0.19272327,-0.018378735,0.011854172,0.24105549,0.08313608,0.19752789,-0.10134244,-0.37926388,0.09558201,0.023143291,0.46456718,-0.039264917,-0.10487747,-0.13888502,0.45376348,0.5098562,0.028988838,-0.35255718,-0.7979927,-0.24867392,0.19709396,0.01257515
8942406019_F,21,-5,0.00001,6.6,38,98.09575626,One,3.3,1,Survivor,-0.09743643,-0.06600666,-0.33630323,0.34597874,-0.20947409,-0.73430157,-0.05682516,-0.4730754,-0.45937395,-0.5097294,-0.06017685,0.42670822,0.16623497,-0.79134226,0.091496944,0.38489914,0.15039682,-0.29829836,-0.28748894,-0.3002243,0.003852844,-0.14836884,-0.60914516,0.15471506,0.12591982,-0.019676208,-0.51884174,-0.70957136,-0.6415429,-1.0611491,-0.54963493,0.2664771,0.022806644,0.29939604,-0.6147704,-0.6667707,-0.56888056,-0.77521515,-0.4915309,0.20721722,0.16196871,-0.022564888,-0.109395504,-0.1877675,0.10087824,-0.43997812,-0.97180986,-0.5472913,-0.09927416,0.41629696,-0.1368823,-0.22550201,-0.61236715,0.13893461,-0.83539534,-0.934392,-0.28130674,0.25492,0.21033192,0.2837534,-0.25774384,0.065822124,0.50823545,-0.15550613,-0.5130801,-0.30215406,0.023267746,0.08747578,0.034990788,0.1919384,-0.1839242,0.006361961,-0.457942,-0.99692917,0.29454565,-0.07247734,-0.8479295,-0.72335625,-0.8244457,0.13698578,-0.69605875,0.07084036,-0.6796341,-0.7585516,0.34543085,-1.2314506,0.7239952,-0.23317719,0.035849094,0.007223129,-0.074121475,-0.14021921,-0.21571922,-0.06615329,-0.40672588,-0.22936535,-0.19391203,0.09087658,-0.20785165,-0.053155422,-0.33136988,-0.01111269,0.23691559,0.07030773,-0.27296925,-1.1646471,-0.15491915,-0.23526764,0.070236206
8942406019_G,22,-5,0.00001,6.79,38.2,95.70184984,One,3.3,1,Survivor,0.001500607,-0.2158184,0.11558199,0.79268074,0.010446072,-0.13161945,-0.0245471,0.23503351,0.26043844,0.27187538,0.028301239,0.59481525,0.7853775,-0.7692189,-0.11382151,0.56240654,0.18401575,-0.25503492,-0.344532,0.003448486,0.15052128,-0.08496475,-0.08714676,0.22990751,-5.25E-06,0.3503971,-0.09575081,-0.5059228,-0.58713484,-0.66239786,0.052178383,0.5345273,0.2640996,0.25751734,-0.72568274,-0.4298675,-0.19464731,-0.5414562,0.17366171,0.4940195,0.088382244,0.045532703,-0.105131626,-0.23393106,0.07072973,-0.15016031,-0.5929847,-0.5109396,-0.25216532,1.3263149,-0.16954088,-0.293684,0.088060856,0.032760143,-0.046288967,-0.40324402,-0.043269634,0.35050774,0.60338306,0.8852787,-0.03154564,0.17259741,0.6705756,-0.079996586,-0.5276418,0.012841702,0.06660366,0.27200508,0.69946337,-0.050131798,0.26042604,0.09228039,-0.110440254,-0.41020584,0.5209546,0.05870056,-0.29586458,-0.22470188,-0.63053226,0.06518459,-0.34523916,0.09163809,-0.45205402,0.087747574,0.38730192,-0.7915721,0.31691456,-0.23273373,0.17584372,0.065449715,0.024277687,0.06598234,0.34841824,-0.07041764,-0.3624487,0.024808884,-0.03518343,0.60384846,0.027664423,0.07444382,-0.25066805,0.0637908,0.68731785,0.038038254,-0.26495934,-0.8286724,-0.20703077,-0.00165844,-0.007278919
8942406019_H,23,-5,0.00001,7.17,38.3,100.2176279,One,3.3,1,Survivor,-0.25744963,-0.051805496,-0.23472643,-0.06243801,-0.5865731,-0.4089098,-0.003227711,-0.117592335,0.24287844,-0.07651329,0.093642235,-0.019364357,0.017998695,-0.6175847,-0.0812211,0.5971937,0.06342745,-0.45152712,-0.39304638,-0.17130375,0.16792297,-0.42796707,-0.2849512,-0.077245235,-0.03828764,-0.41295147,-0.20366478,-0.5552974,-0.4179368,-0.6415906,-0.8069868,-0.036283016,-0.23245764,0.15913439,-0.9376321,-0.20421004,-0.31469393,-0.27833462,-0.099755764,0.08646679,-0.021391392,0.05373144,-0.46126223,-0.48713064,-0.15185308,-0.11300421,-0.59492826,-0.36697292,-0.4185176,0.17812347,-0.13193941,-0.1964531,-0.44160128,-0.39155054,-0.25237513,-0.40170956,-0.10373354,-0.010767937,0.08899975,0.12892628,-0.0164814,0.055252552,0.22843695,0.13146448,-0.79073477,-0.5379586,0.032310963,0.013836861,-0.20862627,0.005472183,-0.024719715,-0.062461853,-0.27252388,-0.627738,-0.04137945,0.06729746,0.07214594,0.06748581,-0.41367626,-0.07873297,-0.37136698,0.17086172,-0.14217186,-0.15941143,0.5850625,-1.1675706,0.81748104,-0.12622833,-0.030982494,-0.03140068,-0.26153183,0.021286488,0.079229355,-0.028356314,-0.18342304,-0.3303032,-0.6107402,-0.29484653,0.18264318,0.009325028,-0.05162096,-0.1967578,-0.16104698,0.037864685,-0.19974709,-0.5966625,-0.28095198,-0.3232832,-0.07716131
8942406040_A,24,-5,0.00001,7.48,38.3,101.6866159,One,3.3,1,Survivor,-0.1747756,-0.112623215,0.41450644,0.128582,-0.16836977,0.7458677,0.2004199,0.17699862,0.28455687,0.24151802,0.13507175,0.2568655,-0.31407166,-0.09798384,-0.15918589,-0.06686783,-0.01196146,0.008368015,0.16749477,0.20235825,0.027147293,-0.001506805,0.16491222,-0.029044628,0.110387325,-0.65024185,0.4013424,0.5457654,0.46806955,0.4540124,-0.38120747,-0.10071802,-0.2600541,-0.4093814,1.0221105,0.29304814,7.72E-04,-0.43413258,0.6034217,0.12257671,-0.06877279,0.14082098,-0.25836897,-0.53180265,-0.11710024,-0.054668903,-0.6490226,-0.36821938,-0.3619094,-0.56706715,-0.103927135,0.38455677,0.72628736,0.44483614,0.060571194,-0.08065128,0.20916986,0.045125008,0.11564064,-0.24099731,-0.12551975,-0.05860567,0.13447714,-0.12105131,-0.43316603,-0.46950293,-0.033188343,0.12130833,-0.20989847,-0.023321152,0.015028477,-0.006361961,0.23059845,0.4534874,0.33942652,-0.18425322,0.37005186,0.6843872,-0.12796116,0.042456627,-0.15746641,-0.056001186,-0.11239147,0.14151287,-0.36647272,-0.8717885,0.21774578,-0.13755131,-0.11489344,-0.4946108,-0.44156647,-0.20752764,-0.09501648,0.049087763,0.369812,-0.6204729,-0.5899625,-0.4623661,-0.027581453,-0.0651083,0.15872145,-0.08186388,-0.06398773,0.090400696,-0.16693687,0.11874771,0.07902479,0.14687634,0.060628414
8942406040_B,25,-2.981400599,0.001043757,7.49,38,100.9793254,One,3.3,1,Survivor,-0.03508234,-0.2937355,0.3645196,0.37814617,-0.44222403,0.59123516,0.136415,0.28606462,0.13822699,0.27722454,0.2600441,0.118388176,-0.11726093,-0.3647008,-0.003198147,-0.27803802,0.0676198,-0.26276922,0.21006775,0.082387924,-0.113287926,-0.3040266,-0.068367004,0.07273531,0.059751987,-0.44156742,0.02250576,-0.07997656,-0.03347826,-0.013089657,-0.6341877,0.09682417,-0.31492758,-0.42077875,1.8015275,0.086694,0.055365086,-0.5005846,0.59266806,0.024347305,-0.11694479,0.15918303,-0.30710268,-0.63955736,-0.25043535,-0.081763744,-0.92859507,-0.21554756,-0.033515453,0.29024792,0.1446538,-0.093239784,0.5272355,0.10456991,-0.014242649,-0.39152527,0.04481554,0.10314369,0.15352535,-0.06264305,-0.20663357,0.002959728,0.13419962,-0.25750303,-0.944283,-0.72044134,-0.003418446,-0.032447815,-0.33452368,0.40727997,0.011802197,0.27166843,0.25246143,-0.14619255,0.42824793,0.05222082,0.46271276,0.43676567,-0.22732735,-0.1318264,-0.2133441,0.047264576,-0.20228481,-0.18832779,-0.5862632,-0.91950655,0.28076458,-0.2809639,-0.04526186,-0.18348217,-0.28740406,-0.25697756,0.053956985,-0.070097685,0.28669834,-0.16568756,-0.40243006,-0.27268028,-0.11822915,-0.040735245,-0.098144054,-0.28209066,0.1911993,0.020041466,-0.13241577,-0.30342102,0.23223066,-0.0584507,-0.17998552
8942406040_C,0,-5,0.00001,7.61,37.3,100,Two,4.3,1,Survivor,-0.12593508,0.09496212,-0.014121532,-0.09469986,-0.37679243,0.77646446,0.90362597,1.6233497,1.9659629,1.7546291,-0.18801022,0.028803825,-0.13769913,0.3927617,-0.4799142,0.027832985,-0.056698322,-0.04404497,0.9537029,0.1074667,-0.25090122,-0.07538891,0.77774334,0.057552814,-0.052805424,-0.54384613,0.8340225,0.5850005,0.58334017,0.42239237,-0.41138268,-0.62903833,0.079785824,0.029300213,0.06105852,1.4640362,1.0485377,1.1561298,2.2344613,-0.17195606,-0.04377222,-0.294127,-0.22284937,-0.070068836,-0.2812667,0.7250037,-0.40693235,-0.28499222,-0.5859227,0.14443016,-0.09637022,0.6289549,0.8762126,-0.18152952,0.27996492,1.0960493,0.6735368,0.007814407,-0.09593201,0.47168827,0.33241653,0.07017374,-0.27898645,-0.109429836,-0.09970617,-0.2386651,-0.35781336,-0.07747841,-0.2316804,0.01329422,0.24407339,-0.012544632,0.7291298,1.1542969,-0.26876307,-0.2480998,1.9695096,1.5501184,0.7948122,-0.19040775,1.1025414,0.33589506,1.1418447,0.7801657,0.1330409,-0.32821512,0.35402775,-0.048007965,-0.19535303,-0.07967758,-0.36862755,-0.5513911,0.71742725,-0.15754485,1.947176,-0.49535465,-0.49541998,-0.3364153,-0.35869622,0.09646511,0.3496747,-0.29782057,0.012722969,0.060453415,0.7910185,1.414093,-0.26182318,0.16830063,-0.18757391
8942406040_D,1,-5,0.00001,8.29,37.1,95.47073791,Two,4.3,1,Survivor,0.035117626,-0.005019188,0.6389127,0.29600906,0.10241556,0.9172468,0.5317712,1.0972733,1.0474277,1.0205317,0.1536541,0.5190611,-0.078811646,0.19636011,-0.1777873,-0.19948101,-0.038817883,0.13804483,0.73442745,0.47700405,-0.16327095,0.2037611,0.6229372,0.089553356,0.0444417,-0.31559753,0.2903328,0.76411295,0.6053777,0.5618253,-0.09684372,-0.095841885,0.23461866,0.00116396,0.077219486,0.9274876,0.91477823,0.34477425,1.6144805,-0.033406258,-0.122375965,-0.07043505,0.3312497,-0.022078037,-0.4419799,0.45113707,0.084857464,0.14087391,-0.4869008,0.23789215,-0.38919783,0.17156315,0.69460917,0.110002995,0.3518901,0.4333849,0.45442438,0.11919594,0.049957275,0.5421419,-0.03621006,-0.018371105,0.006625652,-0.15612268,0.11405134,0.29278326,-0.19316244,0.024947166,-0.14101839,0.035992622,0.20200491,0.08876896,0.46444416,0.8244171,-0.0221982,0.070925236,1.319529,1.2018948,0.47572803,-0.015354157,0.5091977,0.19077063,0.7145901,0.5470047,-0.300179,0.089931965,0.5607033,-0.019043922,0.07553244,0.005777359,-0.24047756,-0.38325453,0.604269,-0.12700057,1.3138952,-0.06958294,-0.014728069,-0.11076927,0.031250715,-0.021039963,0.09943724,-0.26490355,-0.006594658,0.10625076,0.48168182,0.74882793,-0.048285007,0.11935902,-0.009081364
